Tanggal,Tahun,Bulan,Hari,Kategori,Nama_Produk,Lokasi_Toko,Metode_Bayar,Harga_Satuan,Qty,Diskon_IDR,Total_Penjualan
2024-01-13,2024,1,Saturday,Film,Instax Mini Film (10s),Shopee Mall,Paylater,95000,1,0,95000
2024-01-13,2024,1,Saturday,Film,Instax Mini Film (10s),Jakarta Official Store,Transfer Bank,95000,1,0,95000
2024-01-13,2024,1,Saturday,Film,Instax Mini Film (10s),Tokopedia Official,Kartu Kredit,95000,2,0,190000
2024-01-13,2024,1,Saturday,Aksesoris,Acrylic Frame,Jakarta Official Store,Kartu Kredit,50000,2,0,100000
2024-01-13,2024,1,Saturday,Kamera,Instax Mini 11,Jakarta Official Store,Kartu Kredit,1100000,1,0,1100000
2024-01-13,2024,1,Saturday,Kamera,Instax Wide 300,Tokopedia Official,Paylater,1800000,2,0,3600000
2024-01-13,2024,1,Saturday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,2,0,300000
2024-01-13,2024,1,Saturday,Aksesoris,Instax Photo Album,Tokopedia Official,Transfer Bank,75000,4,0,300000
2024-01-13,2024,1,Saturday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,3,0,225000
2024-01-13,2024,1,Saturday,Film,Instax Mini Film (10s),Surabaya Branch,Paylater,95000,3,0,285000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,5,0,475000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (10s),Jakarta Official Store,Kartu Kredit,95000,1,4750,90250
2024-01-14,2024,1,Sunday,Aksesoris,Instax Photo Album,Jakarta Official Store,Transfer Bank,75000,1,0,75000
2024-01-14,2024,1,Sunday,Aksesoris,Camera Case / Bag,Shopee Mall,Transfer Bank,150000,1,0,150000
2024-01-14,2024,1,Sunday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,1,0,150000
2024-01-14,2024,1,Sunday,Kamera,Instax Mini Evo,Surabaya Branch,E-Wallet (Gopay/OVO),2900000,1,0,2900000
2024-01-14,2024,1,Sunday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,1,0,150000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,1,0,185000
2024-01-14,2024,1,Sunday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,3,0,450000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (10s),Website,Paylater,95000,1,4750,90250
2024-01-14,2024,1,Sunday,Kamera,Instax Mini 11,Shopee Mall,E-Wallet (Gopay/OVO),1100000,1,55000,1045000
2024-01-14,2024,1,Sunday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,5,0,750000
2024-01-14,2024,1,Sunday,Aksesoris,Instax Photo Album,Jakarta Official Store,E-Wallet (Gopay/OVO),75000,5,0,375000
2024-01-14,2024,1,Sunday,Aksesoris,Camera Case / Bag,Website,E-Wallet (Gopay/OVO),150000,3,0,450000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,3,14250,270750
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),95000,4,0,380000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (10s),Website,Kartu Kredit,95000,4,0,380000
2024-01-14,2024,1,Sunday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,3,0,450000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (10s),Shopee Mall,Paylater,95000,2,0,190000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,1,0,185000
2024-01-14,2024,1,Sunday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),95000,4,0,380000
2024-01-15,2024,1,Monday,Aksesoris,Camera Case / Bag,Shopee Mall,Transfer Bank,150000,4,0,600000
2024-01-15,2024,1,Monday,Film,Instax Square Film (10s),Shopee Mall,Paylater,150000,5,0,750000
2024-01-15,2024,1,Monday,Film,Instax Mini Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),95000,2,0,190000
2024-01-15,2024,1,Monday,Aksesoris,Camera Case / Bag,Website,Paylater,150000,2,0,300000
2024-01-15,2024,1,Monday,Aksesoris,Camera Case / Bag,Tokopedia Official,Transfer Bank,150000,5,0,750000
2024-01-15,2024,1,Monday,Film,Instax Square Film (10s),Tokopedia Official,Kartu Kredit,150000,2,0,300000
2024-01-15,2024,1,Monday,Film,Instax Square Film (10s),Jakarta Official Store,Paylater,150000,2,0,300000
2024-01-15,2024,1,Monday,Aksesoris,Instax Photo Album,Shopee Mall,Kartu Kredit,75000,3,0,225000
2024-01-15,2024,1,Monday,Kamera,Instax Wide 300,Surabaya Branch,Paylater,1800000,1,0,1800000
2024-01-15,2024,1,Monday,Film,Instax Square Film (10s),Website,Transfer Bank,150000,5,0,750000
2024-01-15,2024,1,Monday,Film,Instax Mini Film (10s),Tokopedia Official,Kartu Kredit,95000,1,4750,90250
2024-01-15,2024,1,Monday,Aksesoris,Camera Case / Bag,Jakarta Official Store,Kartu Kredit,150000,1,0,150000
2024-01-16,2024,1,Tuesday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,2,0,370000
2024-01-16,2024,1,Tuesday,Film,Instax Mini Film (10s),Shopee Mall,Kartu Kredit,95000,1,0,95000
2024-01-16,2024,1,Tuesday,Aksesoris,Instax Photo Album,Website,E-Wallet (Gopay/OVO),75000,1,0,75000
2024-01-16,2024,1,Tuesday,Film,Instax Square Film (10s),Surabaya Branch,Paylater,150000,1,0,150000
2024-01-16,2024,1,Tuesday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,2,0,190000
2024-01-16,2024,1,Tuesday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,1,0,75000
2024-01-16,2024,1,Tuesday,Aksesoris,Camera Case / Bag,Tokopedia Official,Paylater,150000,2,0,300000
2024-01-16,2024,1,Tuesday,Film,Instax Mini Film (20s),Shopee Mall,Transfer Bank,185000,1,0,185000
2024-01-16,2024,1,Tuesday,Kamera,Instax Square SQ1,Shopee Mall,E-Wallet (Gopay/OVO),1900000,1,0,1900000
2024-01-16,2024,1,Tuesday,Kamera,Instax Mini Evo,Tokopedia Official,Kartu Kredit,2900000,1,0,2900000
2024-01-16,2024,1,Tuesday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,2,0,370000
2024-01-17,2024,1,Wednesday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,4,0,380000
2024-01-17,2024,1,Wednesday,Aksesoris,Instax Photo Album,Surabaya Branch,E-Wallet (Gopay/OVO),75000,1,0,75000
2024-01-17,2024,1,Wednesday,Aksesoris,Camera Case / Bag,Tokopedia Official,Kartu Kredit,150000,3,0,450000
2024-01-17,2024,1,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Transfer Bank,185000,1,9250,175750
2024-01-17,2024,1,Wednesday,Film,Instax Mini Film (10s),Shopee Mall,Kartu Kredit,95000,1,0,95000
2024-01-17,2024,1,Wednesday,Film,Instax Mini Film (20s),Shopee Mall,Paylater,185000,1,9250,175750
2024-01-17,2024,1,Wednesday,Aksesoris,Instax Photo Album,Surabaya Branch,E-Wallet (Gopay/OVO),75000,1,0,75000
2024-01-17,2024,1,Wednesday,Aksesoris,Acrylic Frame,Tokopedia Official,Paylater,50000,4,0,200000
2024-01-17,2024,1,Wednesday,Film,Instax Mini Film (20s),Website,Kartu Kredit,185000,3,27750,527250
2024-01-17,2024,1,Wednesday,Film,Instax Mini Film (20s),Tokopedia Official,Transfer Bank,185000,4,0,740000
2024-01-17,2024,1,Wednesday,Film,Instax Square Film (10s),Website,E-Wallet (Gopay/OVO),150000,1,7500,142500
2024-01-17,2024,1,Wednesday,Aksesoris,Instax Photo Album,Shopee Mall,E-Wallet (Gopay/OVO),75000,2,0,150000
2024-01-18,2024,1,Thursday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,1,0,150000
2024-01-18,2024,1,Thursday,Film,Instax Mini Film (20s),Website,Kartu Kredit,185000,2,0,370000
2024-01-18,2024,1,Thursday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,1,0,150000
2024-01-18,2024,1,Thursday,Film,Instax Square Film (10s),Jakarta Official Store,Kartu Kredit,150000,1,0,150000
2024-01-18,2024,1,Thursday,Aksesoris,Camera Case / Bag,Tokopedia Official,E-Wallet (Gopay/OVO),150000,1,7500,142500
2024-01-18,2024,1,Thursday,Film,Instax Mini Film (10s),Tokopedia Official,Paylater,95000,2,0,190000
2024-01-18,2024,1,Thursday,Aksesoris,Acrylic Frame,Tokopedia Official,Kartu Kredit,50000,1,0,50000
2024-01-18,2024,1,Thursday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,5,0,750000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (10s),Website,Transfer Bank,95000,2,0,190000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,1,0,95000
2024-01-19,2024,1,Friday,Kamera,Instax Square SQ1,Surabaya Branch,Paylater,1900000,1,0,1900000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,2,0,370000
2024-01-19,2024,1,Friday,Film,Instax Square Film (10s),Surabaya Branch,Paylater,150000,1,0,150000
2024-01-19,2024,1,Friday,Film,Instax Square Film (10s),Shopee Mall,Kartu Kredit,150000,3,0,450000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (20s),Website,Paylater,185000,4,0,740000
2024-01-19,2024,1,Friday,Kamera,Instax Mini 11,Surabaya Branch,Kartu Kredit,1100000,1,0,1100000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,4,0,740000
2024-01-19,2024,1,Friday,Aksesoris,Instax Photo Album,Website,Paylater,75000,3,0,225000
2024-01-19,2024,1,Friday,Aksesoris,Acrylic Frame,Tokopedia Official,Paylater,50000,1,0,50000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),95000,3,0,285000
2024-01-19,2024,1,Friday,Kamera,Instax Mini 11,Jakarta Official Store,Paylater,1100000,1,0,1100000
2024-01-19,2024,1,Friday,Aksesoris,Camera Case / Bag,Tokopedia Official,Transfer Bank,150000,1,0,150000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (20s),Website,Paylater,185000,3,0,555000
2024-01-19,2024,1,Friday,Aksesoris,Camera Case / Bag,Jakarta Official Store,E-Wallet (Gopay/OVO),150000,4,0,600000
2024-01-19,2024,1,Friday,Kamera,Instax Wide 300,Website,Transfer Bank,1800000,1,0,1800000
2024-01-19,2024,1,Friday,Film,Instax Square Film (10s),Website,Kartu Kredit,150000,2,0,300000
2024-01-19,2024,1,Friday,Film,Instax Square Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),150000,2,0,300000
2024-01-19,2024,1,Friday,Film,Instax Square Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),150000,1,0,150000
2024-01-19,2024,1,Friday,Aksesoris,Camera Case / Bag,Website,Transfer Bank,150000,4,0,600000
2024-01-19,2024,1,Friday,Aksesoris,Camera Case / Bag,Surabaya Branch,E-Wallet (Gopay/OVO),150000,3,0,450000
2024-01-19,2024,1,Friday,Aksesoris,Acrylic Frame,Shopee Mall,Paylater,50000,2,0,100000
2024-01-19,2024,1,Friday,Aksesoris,Instax Photo Album,Tokopedia Official,Kartu Kredit,75000,3,0,225000
2024-01-19,2024,1,Friday,Aksesoris,Instax Photo Album,Shopee Mall,Transfer Bank,75000,2,0,150000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (20s),Shopee Mall,Paylater,185000,3,0,555000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,1,0,95000
2024-01-19,2024,1,Friday,Film,Instax Square Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),150000,1,0,150000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,1,0,185000
2024-01-19,2024,1,Friday,Aksesoris,Acrylic Frame,Website,Paylater,50000,2,0,100000
2024-01-19,2024,1,Friday,Film,Instax Mini Film (10s),Website,Kartu Kredit,95000,2,0,190000
2024-01-19,2024,1,Friday,Kamera,Instax Wide 300,Tokopedia Official,Kartu Kredit,1800000,1,0,1800000
2024-01-20,2024,1,Saturday,Aksesoris,Acrylic Frame,Website,Transfer Bank,50000,1,0,50000
2024-01-20,2024,1,Saturday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,2,0,300000
2024-01-20,2024,1,Saturday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,1,0,95000
2024-01-20,2024,1,Saturday,Film,Instax Mini Film (20s),Tokopedia Official,Transfer Bank,185000,3,0,555000
2024-01-20,2024,1,Saturday,Film,Instax Mini Film (20s),Tokopedia Official,Transfer Bank,185000,2,0,370000
2024-01-20,2024,1,Saturday,Aksesoris,Camera Case / Bag,Shopee Mall,Kartu Kredit,150000,1,0,150000
2024-01-20,2024,1,Saturday,Film,Instax Mini Film (20s),Website,Transfer Bank,185000,4,37000,703000
2024-01-20,2024,1,Saturday,Kamera,Instax Wide 300,Jakarta Official Store,E-Wallet (Gopay/OVO),1800000,1,0,1800000
2024-01-20,2024,1,Saturday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,3,0,555000
2024-01-20,2024,1,Saturday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,1,0,150000
2024-01-20,2024,1,Saturday,Film,Instax Square Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),150000,2,15000,285000
2024-01-20,2024,1,Saturday,Film,Instax Square Film (10s),Website,Transfer Bank,150000,1,0,150000
2024-01-20,2024,1,Saturday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000
2024-01-20,2024,1,Saturday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,2,0,190000
2024-01-21,2024,1,Sunday,Film,Instax Square Film (10s),Tokopedia Official,Transfer Bank,150000,4,0,600000
2024-01-21,2024,1,Sunday,Film,Instax Square Film (10s),Jakarta Official Store,Kartu Kredit,150000,4,0,600000
2024-01-21,2024,1,Sunday,Aksesoris,Camera Case / Bag,Shopee Mall,E-Wallet (Gopay/OVO),150000,2,15000,285000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (10s),Surabaya Branch,Transfer Bank,95000,1,0,95000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (20s),Shopee Mall,E-Wallet (Gopay/OVO),185000,1,0,185000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),95000,1,4750,90250
2024-01-21,2024,1,Sunday,Film,Instax Square Film (10s),Shopee Mall,Transfer Bank,150000,3,0,450000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (10s),Jakarta Official Store,Paylater,95000,4,0,380000
2024-01-21,2024,1,Sunday,Kamera,Instax Square SQ1,Tokopedia Official,Paylater,1900000,1,0,1900000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (10s),Surabaya Branch,Paylater,95000,2,0,190000
2024-01-21,2024,1,Sunday,Kamera,Instax Square SQ1,Surabaya Branch,Paylater,1900000,1,0,1900000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,1,0,95000
2024-01-21,2024,1,Sunday,Aksesoris,Acrylic Frame,Website,Transfer Bank,50000,1,0,50000
2024-01-21,2024,1,Sunday,Film,Instax Square Film (10s),Surabaya Branch,Kartu Kredit,150000,4,0,600000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,1,0,95000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (20s),Website,Transfer Bank,185000,2,0,370000
2024-01-21,2024,1,Sunday,Kamera,Instax Square SQ1,Shopee Mall,Kartu Kredit,1900000,1,0,1900000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,5,0,925000
2024-01-21,2024,1,Sunday,Kamera,Instax Wide 300,Surabaya Branch,Paylater,1800000,1,0,1800000
2024-01-21,2024,1,Sunday,Film,Instax Mini Film (10s),Surabaya Branch,Kartu Kredit,95000,3,0,285000
2024-01-21,2024,1,Sunday,Kamera,Instax Mini 11,Tokopedia Official,E-Wallet (Gopay/OVO),1100000,1,0,1100000
2024-01-21,2024,1,Sunday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,2,0,300000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (10s),Jakarta Official Store,Transfer Bank,95000,2,9500,180500
2024-01-22,2024,1,Monday,Film,Instax Square Film (10s),Jakarta Official Store,E-Wallet (Gopay/OVO),150000,1,0,150000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (20s),Website,E-Wallet (Gopay/OVO),185000,1,0,185000
2024-01-22,2024,1,Monday,Kamera,Instax Mini Evo,Surabaya Branch,Transfer Bank,2900000,2,0,5800000
2024-01-22,2024,1,Monday,Kamera,Instax Mini 11,Website,Transfer Bank,1100000,1,0,1100000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (20s),Surabaya Branch,Paylater,185000,2,0,370000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (20s),Website,Paylater,185000,2,0,370000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (10s),Surabaya Branch,Paylater,95000,1,0,95000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (20s),Tokopedia Official,Kartu Kredit,185000,1,0,185000
2024-01-22,2024,1,Monday,Kamera,Instax Mini Evo,Jakarta Official Store,Kartu Kredit,2900000,1,0,2900000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (20s),Shopee Mall,Paylater,185000,2,0,370000
2024-01-22,2024,1,Monday,Film,Instax Square Film (10s),Website,E-Wallet (Gopay/OVO),150000,1,7500,142500
2024-01-22,2024,1,Monday,Aksesoris,Instax Photo Album,Jakarta Official Store,Transfer Bank,75000,3,0,225000
2024-01-22,2024,1,Monday,Kamera,Instax Mini Evo,Shopee Mall,Paylater,2900000,1,0,2900000
2024-01-22,2024,1,Monday,Film,Instax Square Film (10s),Surabaya Branch,Transfer Bank,150000,1,0,150000
2024-01-22,2024,1,Monday,Aksesoris,Acrylic Frame,Surabaya Branch,Transfer Bank,50000,4,0,200000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (10s),Jakarta Official Store,Kartu Kredit,95000,3,0,285000
2024-01-22,2024,1,Monday,Aksesoris,Acrylic Frame,Tokopedia Official,Transfer Bank,50000,2,0,100000
2024-01-22,2024,1,Monday,Film,Instax Mini Film (10s),Shopee Mall,Kartu Kredit,95000,1,0,95000
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000
2024-01-23,2024,1,Tuesday,Aksesoris,Acrylic Frame,Surabaya Branch,E-Wallet (Gopay/OVO),50000,2,0,100000
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (10s),Tokopedia Official,Transfer Bank,95000,1,0,95000
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (10s),Surabaya Branch,Kartu Kredit,95000,2,0,190000
2024-01-23,2024,1,Tuesday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,3,0,450000
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (20s),Website,Kartu Kredit,185000,2,0,370000
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,2,0,370000
2024-01-23,2024,1,Tuesday,Kamera,Instax Mini 11,Website,E-Wallet (Gopay/OVO),1100000,1,0,1100000
2024-01-23,2024,1,Tuesday,Aksesoris,Camera Case / Bag,Website,Kartu Kredit,150000,1,0,150000
2024-01-23,2024,1,Tuesday,Aksesoris,Acrylic Frame,Shopee Mall,E-Wallet (Gopay/OVO),50000,4,10000,190000
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (10s),Surabaya Branch,Paylater,95000,3,14250,270750
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,5,0,925000
2024-01-23,2024,1,Tuesday,Aksesoris,Instax Photo Album,Surabaya Branch,E-Wallet (Gopay/OVO),75000,1,0,75000
2024-01-23,2024,1,Tuesday,Film,Instax Mini Film (10s),Surabaya Branch,E-Wallet (Gopay/OVO),95000,1,0,95000
2024-01-24,2024,1,Wednesday,Aksesoris,Instax Photo Album,Surabaya Branch,Paylater,75000,3,0,225000
2024-01-24,2024,1,Wednesday,Aksesoris,Instax Photo Album,Jakarta Official Store,Kartu Kredit,75000,1,0,75000
2024-01-24,2024,1,Wednesday,Aksesoris,Camera Case / Bag,Surabaya Branch,Kartu Kredit,150000,3,0,450000
2024-01-24,2024,1,Wednesday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,1,0,185000
2024-01-24,2024,1,Wednesday,Film,Instax Mini Film (20s),Tokopedia Official,E-Wallet (Gopay/OVO),185000,1,0,185000
2024-01-24,2024,1,Wednesday,Film,Instax Mini Film (10s),Shopee Mall,Paylater,95000,1,0,95000
2024-01-24,2024,1,Wednesday,Film,Instax Mini Film (20s),Surabaya Branch,Kartu Kredit,185000,3,0,555000
2024-01-24,2024,1,Wednesday,Film,Instax Square Film (10s),Website,Kartu Kredit,150000,1,0,150000
2024-01-24,2024,1,Wednesday,Film,Instax Mini Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),95000,1,0,95000
2024-01-24,2024,1,Wednesday,Film,Instax Mini Film (20s),Jakarta Official Store,Kartu Kredit,185000,4,0,740000
2024-01-25,2024,1,Thursday,Aksesoris,Acrylic Frame,Website,Paylater,50000,1,0,50000
2024-01-25,2024,1,Thursday,Kamera,Instax Square SQ1,Website,Paylater,1900000,1,0,1900000
2024-01-25,2024,1,Thursday,Aksesoris,Camera Case / Bag,Shopee Mall,Kartu Kredit,150000,1,0,150000
2024-01-25,2024,1,Thursday,Film,Instax Square Film (10s),Jakarta Official Store,Kartu Kredit,150000,1,0,150000
2024-01-25,2024,1,Thursday,Kamera,Instax Wide 300,Shopee Mall,Paylater,1800000,1,0,1800000
2024-01-25,2024,1,Thursday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet (Gopay/OVO),185000,3,0,555000
2024-01-25,2024,1,Thursday,Film,Instax Mini Film (20s),Jakarta Official Store,Transfer Bank,185000,1,0,185000
2024-01-25,2024,1,Thursday,Film,Instax Square Film (10s),Tokopedia Official,E-Wallet (Gopay/OVO),150000,3,0,450000
2024-01-25,2024,1,Thursday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet (Gopay/OVO),185000,2,0,370000
2024-01-25,2024,1,Thursday,Aksesoris,Instax Photo Album,Shopee Mall,E-Wallet (Gopay/OVO),75000,2,7500,142500
2024-01-25,2024,1,Thursday,Film,Instax Square Film (10s),Tokopedia Official,Paylater,150000,3,0,450000
2024-01-25,2024,1,Thursday,Kamera,Instax Mini 11,Tokopedia Official,Kartu Kredit,1100000,1,0,1100000
2024-01-25,2024,1,Thursday,Film,Instax Mini Film (20s),Jakarta Official Store,Paylater,185000,5,0,925000
2024-01-25,2024,1,Thursday,Film,Instax Mini Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),95000,4,0,380000
2024-01-25,2024,1,Thursday,Kamera,Instax Mini 11,Shopee Mall,Transfer Bank,1100000,1,0,1100000
2024-01-25,2024,1,Thursday,Aksesoris,Instax Photo Album,Surabaya Branch,E-Wallet (Gopay/OVO),75000,2,0,150000
2024-01-26,2024,1,Friday,Aksesoris,Acrylic Frame,Website,Transfer Bank,50000,2,0,100000
2024-01-26,2024,1,Friday,Kamera,Instax Mini 11,Surabaya Branch,Paylater,1100000,1,0,1100000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (20s),Surabaya Branch,E-Wallet (Gopay/OVO),185000,2,0,370000
2024-01-26,2024,1,Friday,Aksesoris,Instax Photo Album,Surabaya Branch,Paylater,75000,4,0,300000
2024-01-26,2024,1,Friday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,1,0,75000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (10s),Jakarta Official Store,Transfer Bank,95000,3,0,285000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (10s),Website,E-Wallet (Gopay/OVO),95000,1,0,95000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (10s),Surabaya Branch,Paylater,95000,1,0,95000
2024-01-26,2024,1,Friday,Aksesoris,Camera Case / Bag,Website,Kartu Kredit,150000,2,15000,285000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (10s),Shopee Mall,Transfer Bank,95000,1,0,95000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (20s),Tokopedia Official,Paylater,185000,1,0,185000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (20s),Jakarta Official Store,E-Wallet (Gopay/OVO),185000,1,0,185000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (10s),Website,Paylater,95000,4,0,380000
2024-01-26,2024,1,Friday,Film,Instax Square Film (10s),Tokopedia Official,Paylater,150000,3,0,450000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (10s),Surabaya Branch,Paylater,95000,1,0,95000
2024-01-26,2024,1,Friday,Kamera,Instax Wide 300,Jakarta Official Store,Kartu Kredit,1800000,1,90000,1710000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (20s),Surabaya Branch,Kartu Kredit,185000,1,0,185000
2024-01-26,2024,1,Friday,Film,Instax Mini Film (20s),Shopee Mall,Transfer Bank,185000,1,0,185000
2024-01-27,2024,1,Saturday,Film,Instax Mini Film (20s),Surabaya Branch,Kartu Kredit,185000,2,18500,351500
2024-01-27,2024,1,Saturday,Aksesoris,Camera Case / Bag,Jakarta Official Store,E-Wallet (Gopay/OVO),150000,1,0,150000
2024-01-27,2024,1,Saturday,Kamera,Instax Square SQ1,Website,Transfer Bank,1900000,1,0,1900000
2024-01-27,2024,1,Saturday,Aksesoris,Camera Case / Bag,Tokopedia Official,E-Wallet (Gopay/OVO),150000,3,0,450000
2024-01-27,2024,1,Saturday,Aksesoris,Acrylic Frame,Jakarta Official Store,E-Wallet (Gopay/OVO),50000,4,0,200000
2024-01-27,2024,1,Saturday,Aksesoris,Instax Photo Album,Website,Transfer Bank,75000,4,0,300000
2024-01-27,2024,1,Saturday,Film,Instax Square Film (10s),Shopee Mall,E-Wallet (Gopay/OVO),150000,2,0,300000
2024-01-27,2024,1,Saturday,Film,Instax Mini Film (20s),Jakarta Official Store,Kartu Kredit,185000,1,0,185000
2024-01-27,2024,1,Saturday,Kamera,Instax Mini Evo,Tokopedia Official,Transfer Bank,2900000,1,0,2900000
2024-01-27,2024,1,Saturday,Kamera,Instax Mini 11,Tokopedia Official,E-Wallet (Gopay/OVO),1100000,1,0,1100000
2024-01-27,2024,1,Saturday,Kamera,Instax Mini 11,Tokopedia Official,Transfer Bank,1100000,2,0,2200000
2024-01-27,2024,1,Saturday,Kamera,Instax Mini 11,Tokopedia Official,Transfer Bank,1100000,1,0,1100000
2024-01-27,2024,1,Saturday,Aksesoris,Acrylic Frame,Website,Kartu Kredit,50000,4,0,200000
